"name","dept","area","count","adjustedcount","year"
A. Ben Hamza,Concordia University,snam,1.0,0.5,2021
A. Criado-Alonso,King Juan Carlos University,snam,1.0,0.2,2020
A. P. Siva Kumar,NTUA,snam,1.0,0.33333,2021
A. Pavan 0001,Iowa State University,snam,1.0,0.16667,2021
A. Suruliandi,Manonmaniam Sundaranar University,tcss,2.0,0.58333,2021
A. V. Ramana,GMR Institute of Technology Rajam,snam,1.0,0.33333,2021
Aashish Khubchandani,York University,snam,1.0,0.2,2021
Aayush Aggarwal,IIIT Delhi,tcss,1.0,0.33333,2020
Abdallah Tubaishat,Zayed University,tcss,1.0,0.125,2021
Abdel-Fattah Attia,Kafrelsheikh University,tcss,1.0,0.25,2020
Abdelhadi Abta,Cadi Ayyad University,snam,1.0,0.2,2020
Abdelmajid Ben Hamadou,University of Sfax,snam,1.0,0.25,2020
Abdelmalek Habi,CNRS,snam,1.0,0.33333,2019
Abderrahim Benslimane,University of Avignon,tcss,1.0,0.055556,2021
Abderrahim El Qadi,Mohammed V University,snam,1.0,0.25,2020
Abdol-Hossein Esfahanian,Michigan State University,snam,1.0,0.2,2016
Abdul Basid,Universitas Islam Negeri Maulana Malik Ibrahim Malang,snam,1.0,0.33333,2021
Abdulaziz Alblwi,Taibah University,snam,1.0,0.2,2021
Abdulhameed Alelaiwi,King Saud University,tcss,1.0,0.125,2015
Abdulhameed Alelaiwi,King Saud University,tcss,1.0,0.14286,2016
Abdullah Abusorrah,King Abdulaziz University,tcss,2.0,0.4,2020
Abdullah Sarhan,University of Calgary,snam,1.0,0.16667,2014
Abdulrauf Gidado,University of Windsor,snam,1.0,0.33333,2021
Abdur Rahim Mohammad Forkan,Swinburne University of Technology,tsc,1.0,0.25,2020
Abeed Sarker,University of Pennsylvania,snam,1.0,1.0,2017
Abeer ElKorany,Cairo University,snam,1.0,0.33333,2016
Abhijit Chakraborty,University of Hyogo,socnet,1.0,0.16667,2019
Abhijit Majumdar,University of Texas at San Antonio,tcss,1.0,0.16667,2020
Abhijnan Chakraborty,Max Planck Institute,tcss,1.0,0.25,2019
Abhinav Bhatnagar,Arizona State University,snam,1.0,0.25,2016
Abhishek Chakraborty 0002,IIT Madras,tcss,1.0,0.25,2020
Abigail Paradise,Ben-Gurion University of the Negev,tcss,1.0,0.14286,2017
Abolfazl Yaghmaei,University of Tehran,tcss,1.0,0.25,2021
Aboul Ella Hassanien,Cairo University,snam,1.0,0.33333,2014
Aboul Ella Hassanien,Cairo University,tcss,1.0,0.25,2020
Abubakr H. Ombabi,Sudan University of Science and Technology,snam,1.0,0.33333,2020
Acar Tamersoy,Georgia Institute of Technology,snam,1.0,0.14286,2014
Achim Rettinger,Karlsruhe Institute of Technology,snam,1.0,0.25,2012
Achla Marathe,Virginia Tech,snam,1.0,0.16667,2016
Adam Badawy,USC Information Sciences Institute,snam,1.0,0.25,2019
Adam Boessen,University of Missouri,socnet,1.0,0.33333,2012
Adam Boessen,University of Missouri,socnet,1.0,0.2,2013
Adam Boessen,University of Missouri,socnet,1.0,0.2,2017
Adam Domurad,University of Waterloo,snam,1.0,0.25,2017
Adam Edwards,Cardiff University,snam,1.0,0.11111,2014
Adam Goodie,University of Georgia,socnet,1.0,0.5,2018
Adam R. Roth,Indiana University,socnet,1.0,0.2,2021
Adam Wierzbicki,Polish-Japanese Institute of Information Technology,snam,1.0,0.25,2013
Adama S. Marra,The Research Institute for Development,socnet,1.0,0.25,2012
Adel M. Alimi,University of Sfax,snam,1.0,0.33333,2020
Adele A. Rescigno,University of Salerno,snam,1.0,0.33333,2016
Adham Beykikhoshk,Deaking University,snam,1.0,0.2,2015
Adheesh Gokhale,Stony Brook University,snam,1.0,0.2,2015
Aditya S. Khanna,University of Chicago,socnet,1.0,0.2,2020
Adrian Avram,Arizona State University,snam,1.0,0.25,2021
Adrian E. Raftery,University of Washington,socnet,1.0,0.25,2009
Adriana Iamnitchi,University of South Florida,snam,1.0,0.2,2013
Adriana Iamnitchi,University of South Florida,snam,1.0,0.25,2021
Adriana Iamnitchi,University of South Florida,tcss,1.0,0.25,2019
Adriana P. A. van Beek,NIVEL: Netherlands Institute for Health Services Research,socnet,1.0,0.2,2013
Adriana S. Vivacqua,UFRJ,tsc,1.0,0.2,2018
Adriano Galati,University of Leeds,snam,1.0,0.33333,2015
Adriano Veloso,Federal University of Minas Gerais,snam,1.0,0.25,2016
Adrien Guille,University of Lyon,snam,1.0,0.5,2015
Adwitiya Sinha,Jaypee Institute of Information Technology,snam,1.0,0.5,2021
Afra Abnar,University of Alberta,snam,1.0,0.25,2015
Afrin Sadia Rumana,Bangladesh University of Professionals (BUP),snam,1.0,0.25,2021
Afshan Saleem,University of Gujrat,tcss,1.0,0.16667,2020
Ahlem Nabli,University of Tunis,snam,1.0,0.25,2017
Ahmad Al-Rubaie,Khalifa University,snam,1.0,0.25,2015
Ahmad Al-Rubaie,Khalifa University,snam,1.0,0.25,2021
Ahmad Darki,University of California - Riverside,snam,1.0,0.25,2021
Ahmad Hany Hossny,University of Adelaide,snam,1.0,0.2,2018
Ahmad Hany Hossny,University of Adelaide,snam,1.0,0.25,2020
Ahmed Abdeen Hamed,University of Vermont,snam,1.0,0.33333,2014
Ahmed Al Marouf,Daffodil International University (DIU),tcss,1.0,0.33333,2020
Ahmed AlEroud,Yarmouk University,tcss,1.0,0.25,2020
Ahmed Hammouch,Mohammed V University,snam,1.0,0.25,2020
Ahmed Ibrahem Hafez,Minia University,snam,1.0,0.33333,2014
Ahmed Mourad,Massachusetts Institute of Technology,tsc,1.0,0.25,2019
Ahmed Zellou,Mohammed V University,snam,1.0,0.5,2020
Ahmet Aksoy,University of Nevada,snam,1.0,0.14286,2016
Ahsan Shehzad,Dalian University of Technology,tcss,1.0,0.16667,2021
Ai-Wen Li,Dalian Minzu University,tcss,1.0,0.33333,2020
Aibek Makazhanov,Nazarbayev University Research and Innovation System,snam,1.0,0.33333,2014
Aibek Musaev,Georgia Institute of Technology,snam,1.0,0.16667,2021
Aili Malm,California State University at Long Beach,socnet,1.0,0.33333,2013
Aili Malm,California State University at Long Beach,socnet,1.0,0.2,2017
Aixin Sun,Nanyang Technological University,snam,1.0,0.33333,2012
Aixin Sun,Nanyang Technological University,tcss,1.0,0.5,2018
Ajay Mehra,University of Kent,socnet,1.0,0.16667,2020
Ajey Kumar,Symbiosis International University (SIU),snam,1.0,0.5,2016
Ajitesh Srivastava,University of Southern California,snam,1.0,0.33333,2014
Ajitesh Srivastava,University of Southern California,snam,1.0,0.33333,2015
Ajitesh Srivastava,University of Southern California,snam,1.0,0.33333,2016
Ajitesh Srivastava,University of Southern California,snam,1.0,0.16667,2019
Akash Anil,IIT Guwahati,tcss,1.0,0.33333,2020
Akhil Kumar Srivastav,Vellore Institute of Technology,snam,1.0,0.33333,2020
Akrati Saxena,Indian Institute of Technology,snam,1.0,0.33333,2018
Akrati Saxena,Indian Institute of Technology,snam,2.0,0.58333,2019
Ala Mahdavi,Sharif University of Technology,snam,1.0,0.33333,2013
Alain Barrat,CNRS,socnet,1.0,0.2,2013
Alain Degenne,CNRS,socnet,2.0,1.0,2005
Alain Degenne,CNRS,socnet,1.0,0.33333,2018
Alan Chia-Lung Chen,University of Calgary,snam,1.0,0.16667,2014
Alan Kuhnle,University of Florida,snam,1.0,0.25,2017
Alan Kuhnle,University of Florida,tcss,1.0,0.2,2018
Alan Rubin,University of Vermont,snam,1.0,0.33333,2014
Alankar Jain,IBM,snam,1.0,0.33333,2016
Alayne M. Adams,Columbia University,socnet,1.0,0.33333,2006
Albert Y. Zomaya,University of Sydney,tcss,2.0,0.5,2015
Albert Y. Zomaya,University of Sydney,tcss,1.0,0.14286,2018
Alberto Aziani,Università Cattolica del Sacro Cuore,socnet,1.0,0.33333,2017
Alberto Caimo,Technological University Dublin,socnet,1.0,0.5,2011
Alberto Caimo,Technological University Dublin,socnet,1.0,0.5,2013
Alberto Caimo,Technological University Dublin,socnet,1.0,0.25,2016
Alberto Caimo,Technological University Dublin,socnet,1.0,0.5,2019
Alberto Caimo,Technological University Dublin,socnet,1.0,0.33333,2020
Alberto H. F. Laender,Federal University of Minas Gerais,snam,1.0,0.33333,2020
Alberto Lumbreras,CNRS,snam,1.0,0.25,2017
Albin Zehe,Julius Maximilians University Würzburg,tsc,1.0,0.14286,2020
Alden S. Klovdahl,Australian National University,socnet,1.0,1.0,2005
Alejandro Rivero,University of Zaragoza,socnet,1.0,0.2,2014
Alejandro Ros-Galvez,UCAM Universidad Catholic San Antonio de Murcia,snam,1.0,0.33333,2021
Aleksandra do Socorro da Silva,Federal Rural University of Amazon,snam,1.0,0.14286,2013
Ales Ziberna,University of Ljubljana,socnet,1.0,1.0,2007
Ales Ziberna,University of Ljubljana,socnet,1.0,1.0,2014
Ales Ziberna,University of Ljubljana,socnet,1.0,1.0,2020
Alessandro Bessi,University of Southern California,snam,1.0,0.5,2018
Alessandro Checco,University of Sheffield,tsc,1.0,0.25,2019
Alessandro Cucchiarelli,Marche Polytechnic University,snam,1.0,0.33333,2012
Alessandro Flammini,Indiana University,snam,1.0,0.2,2014
Alessandro Lomi,University of Lugano,snam,1.0,0.5,2019
Alessandro Lomi,University of Lugano,socnet,2.0,0.75,2012
Alessandro Lomi,University of Lugano,socnet,2.0,0.83333,2013
Alessandro Lomi,University of Lugano,socnet,3.0,0.91667,2016
Alessandro Lomi,University of Lugano,socnet,1.0,0.33333,2019
Alessandro Lomi,University of Lugano,socnet,1.0,0.5,2020
Alessandro Lomi,University of Lugano,socnet,1.0,0.2,2021
Alessandro Spelta,Catholic University,socnet,1.0,0.5,2017
Alessandro Spelta,Catholic University,socnet,1.0,0.33333,2018
Alessio D'Angelo,Middlesex University,socnet,1.0,0.5,2018
Alex 'Sandy' Pentland,Massachusetts Institute of Technology,tcss,1.0,0.2,2019
Alex Cassidy,Washington University in St. Louis,tcss,1.0,0.33333,2018
Alex D. Stivala,University of Melbourne,socnet,1.0,0.2,2016
Alex Doboli,Stony Brook University,tcss,1.0,0.33333,2021
Alex Pentland,Massachusetts Institute of Technology,jsc,1.0,1.0,2020
Alex Pentland,Massachusetts Institute of Technology,tcss,2.0,0.41667,2014
Alex Thomo,University of Victoria,snam,2.0,0.66667,2013
Alex Voss,St Andrews University,snam,1.0,0.11111,2014
Alex Yarovoy,University of Haifa,tsc,2.0,0.45,2020
Alexander G. Nikolaev,UFF,snam,1.0,0.25,2014
Alexander G. Nikolaev,UFF,snam,1.0,0.25,2015
Alexander G. Nikolaev,UFF,socnet,1.0,0.33333,2015
Alexander G. Nikolaev,UFF,tcss,1.0,0.25,2016
Alexander G. Tartakovsky,University of Connecticut,tcss,1.0,0.25,2014
Alexander G. Tartakovsky,University of Connecticut,tcss,1.0,0.5,2018
Alexander Gutfraind,University of Illinois at Chicago,socnet,1.0,0.5,2017
Alexander Kalinin 0005,ITMO University,snam,1.0,0.33333,2020
Alexander Robertson,University of Edinburgh,tsc,1.0,0.33333,2020
Alexander Strang,Case Western Reserve University,snam,1.0,0.25,2018
Alexander V. Mantzaris,University of Strathclyde,snam,1.0,0.16667,2013
Alexander Veremyev,University of Florida,socnet,1.0,0.33333,2016
Alexandra Barina,Timisoara Institute of Complex Systems,snam,1.0,0.2,2019
Alexandra Marin,University of Toronto,socnet,1.0,1.0,2004
Alexandra Marin,University of Toronto,socnet,1.0,1.0,2012
Alexandre Flores John,University of Kaiserslautern,snam,1.0,0.14286,2016
Alexandre Hannud Abdo,University of São Paulo,socnet,1.0,0.16667,2011
Alexandros Nanopoulos,Catholic University,snam,1.0,0.33333,2014
Alexandru Razvan Florea,Bucharest University of Economic Studies,snam,1.0,0.5,2021
Alexandru Topirceanu,Politehnica University of Timisoara,snam,1.0,0.2,2019
Alexandru-Florin Tatar,CNRS,snam,1.0,0.25,2014
Alexey Uversky,Temple University,snam,1.0,0.2,2014
Alexia Gaudeul,Max Planck Institute,socnet,1.0,0.5,2013
Alfredo Jose Morales,Polytechnic University of Madrid,socnet,1.0,0.25,2014
Ali Abdulfattah Alshaher,University of Mosul,snam,1.0,0.25,2021
Ali Akbar Haghdoost,Institute for Futures Studies,snam,1.0,0.25,2018
Ali Awada,Lebanese University,snam,1.0,0.33333,2020
Ali Choumane,Lebanese University,snam,1.0,1.0,2014
Ali Choumane,Lebanese University,snam,1.0,0.33333,2020
Ali Hamzeh,Shiraz University,snam,1.0,0.33333,2018
Ali Hamzeh,Shiraz University,snam,1.0,0.5,2019
Ali Hamzeh,Shiraz University,tcss,1.0,0.5,2017
Ali Harkous,Lebanese University,snam,1.0,0.33333,2020
Ali Li,Ludong University,tcss,1.0,0.125,2019
Ali Movaghar 0001,TU Wien,snam,1.0,0.16667,2017
Ali Movaghar 0001,TU Wien,snam,1.0,0.14286,2018
Ali Nazemian,TU Wien,snam,1.0,0.14286,2018
Ali Rahmani,University of Calgary,snam,1.0,0.16667,2014
Ali Rezaee,University of Human Development,snam,1.0,0.25,2019
Ali Vardasbi,University of Tehran,snam,1.0,0.33333,2019
Ali Zulqurnain,University of Science and Technology of China,snam,1.0,0.33333,2019
Alina Lungeanu,Pennsylvania State University,socnet,1.0,0.33333,2017
Alina Lungeanu,Pennsylvania State University,socnet,1.0,0.16667,2021
Aline Paes,Federal Fluminense University,snam,1.0,0.33333,2021
Alireza Esfahani,Telecommunications institute,tcss,1.0,0.14286,2019
Alireza Farasat,UFF,snam,1.0,0.25,2015
Alireza Farasat,UFF,tcss,1.0,0.25,2016
Alireza Hajibagheri,University of Central Florida,snam,1.0,0.25,2016
Alireza Hashemi Golpayegani,Amirkabir University of Technology,snam,1.0,0.33333,2020
Alireza Louni,Stevens Institute of Technology,tcss,1.0,0.5,2018
Alireza Rezvanian,Amirkabir University of Technology,snam,1.0,0.5,2016
Alireza Tavakoli Taraghi,Shahid Beheshti University,snam,1.0,0.25,2019
Alison Albin,Johns Hopkins University,tcss,1.0,0.14286,2017
Alistair G. Sutcliffe,University of Manchester,snam,1.0,0.33333,2011
Alistair G. Sutcliffe,University of Manchester,socnet,1.0,0.33333,2012
Allen Lavoie,Washington University in St. Louis,snam,1.0,0.16667,2016
Allison B. Duke,Lipscomb University,socnet,1.0,0.2,2010
Alneu de Andrade Lopes,University of Sao Paulo,snam,1.0,0.5,2013
Alois Ferscha,Johannes Kepler University,tcss,1.0,0.25,2018
Alok N. Choudhary,Western University,snam,1.0,0.25,2014
Alon Bartal,Ben Gurion University of the Negev,socnet,1.0,0.33333,2019
Alon Sela,Ariel University,tcss,1.0,0.33333,2018
Alona Schmidt,Catholic University,snam,1.0,0.5,2013
Alun D. Preece,Cardiff University,tcss,1.0,0.14286,2018
Alvin W. Wolfe,University of South Florida,snam,1.0,1.0,2011
Alyssa M. Yetter,Pennsylvania State University,socnet,1.0,0.33333,2017
Alysson Alves de Lima,UFPE,tcss,1.0,0.16667,2020
Alysson Bolognesi Prado,State University of Campinas,snam,1.0,0.5,2013
Amal Ponathil,Clemson University,tsc,1.0,0.11111,2021
Amalya L. Oliver,The Hebrew University,socnet,1.0,0.33333,2007
Aman Tyagi,Carnegie Mellon University,snam,1.0,0.33333,2021
Amani Abu Jabal,Purdue University,snam,1.0,0.33333,2018
Ambuj K. Singh,University of California - Santa Barbara,snam,1.0,0.2,2014
Ameer Hamza Khan,The Hong Kong Polytechnic University,tcss,1.0,0.25,2020
Ami R. Moore,University of North Texas,socnet,1.0,0.25,2018
Amin Javari,Sharif University of Technology,snam,1.0,0.33333,2014
Amin Kaveh,Uppsala University,snam,1.0,0.33333,2021
Amin Rezaeipanah,University of Rahjuyan Danesh Borazjan,snam,1.0,0.33333,2020
Amina Madani,Sciences Faculty Blida 1 University,snam,1.0,0.33333,2015
Amir Ebrahimi Fard,TU Delft,tcss,1.0,0.25,2019
Amir Hossein Rasekh,Islamic Azad University,snam,1.0,0.33333,2013
Amir Hossein Razavi,University of Quebec in Outaouais,snam,1.0,0.2,2014
Amir Ronen,IBM,snam,1.0,0.33333,2014
Amira Dhokar,High Institute of Computer Science and Commmunication Techniques,snam,1.0,0.33333,2021
Amira Soliman 0001,Royal Institute of Technology (KTH),snam,1.0,0.2,2016
Amit Bhaya,Federal University of Rio de Janeiro,tcss,1.0,0.5,2018
Amit Goyal 0002,University of British Columbia,snam,1.0,0.25,2013
Amit Kumar Jakhar,Jaypee University of Information Technology,snam,1.0,0.33333,2021
Amit Mittal,Chitkara University,snam,1.0,0.33333,2021
Amit P. Sheth,University of South Carolina,tsc,1.0,0.25,2020
Amitabha Bagchi,Indian Institute of Technology,snam,1.0,0.2,2015
Amitava Datta,University of Western Australia,tcss,1.0,0.33333,2018
Amitava Datta,University of Western Australia,tcss,1.0,0.33333,2020
Ammar Mohammed,Cairo University,snam,1.0,0.5,2019
Ammara Habib,Gomal University,snam,1.0,0.2,2019
Amna Dridi,Higher Institute of Management of Tunis,snam,1.0,0.5,2017
Amos Azaria,Carnegie Mellon University,tcss,1.0,0.25,2014
Amro Khasawneh,Johns Hopkins University,tsc,1.0,0.11111,2021
Amy Hukin,University of Sheffield,socnet,1.0,0.33333,2008
An Boeren,University of Leuven,socnet,1.0,0.16667,2012
Anam Habib,University of Peshawar,snam,1.0,0.2,2019
Anand E. Sokhey,University of Colorado,socnet,1.0,0.5,2014
Ananth Grama,Purdue University,snam,1.0,0.33333,2016
Anas Aloudat,University of Jordan,snam,1.0,0.33333,2019
Anasse Bari,York University,snam,1.0,0.2,2021
Anastasia Moskvina,Auckland University of Technology,snam,1.0,0.5,2016
Anastasios D. Doulamis,University of Athens,tcss,1.0,0.25,2018
Anatoliy A. Gruzd,Dalhousie University,socnet,1.0,0.33333,2012
Andi Wang,Northeastern University,tcss,1.0,0.16667,2020
Andrea Austin,Brown University,socnet,1.0,0.33333,2013
Andrea Ballatore,University College Dublin,snam,1.0,0.25,2013
Andrea Baronchelli,City University London,socnet,1.0,0.33333,2016
Andrea De Salve,University of Palermo,tcss,1.0,0.25,2019
Andrea Flori,Politecnico di Milano,socnet,1.0,0.33333,2018
Andrea Forte,Drexel University,tsc,1.0,0.2,2018
Andrea L. Kavanaugh,Virginia Tech,tsc,1.0,0.25,2020
Andrea M. Hussong,University of North Carolina,socnet,1.0,0.2,2007
Andrea Michienzi,University of Pisa,tcss,1.0,0.33333,2021
Andrea Passarella,Institute of Informatics and Telematics of CNR,socnet,1.0,0.25,2015
Andrea Pugliese 0001,University of Calabria,snam,1.0,0.25,2014
Andrea Tagarelli,University of Calabria,snam,1.0,0.5,2014
Andrea Tagarelli,University of Calabria,snam,1.0,0.5,2015
Andrea Tagarelli,University of Calabria,snam,1.0,0.33333,2018
Andrea Tagarelli,University of Calabria,tcss,1.0,0.33333,2018
Andreas Dengel 0001,University of Kaiserslautern,snam,1.0,0.33333,2013
Andreas Erber,University of Potsdam,snam,1.0,0.14286,2011
Andreas Flache,University of Groningen,socnet,1.0,0.33333,2008
Andreas Flache,University of Groningen,socnet,1.0,0.25,2016
Andreas Geyer-Schulz,University of Groningen,socnet,1.0,0.5,2011
Andreas Harrer,Catholic University,snam,1.0,0.5,2013
Andreas Herz,University of Hildesheim,socnet,1.0,0.25,2014
Andreas Herz,University of Hildesheim,socnet,1.0,1.0,2015
Andreas Herz,University of Hildesheim,socnet,1.0,0.5,2017
Andreas Hotho,University of Wuerzburg,snam,1.0,0.25,2014
Andreas Hotho,University of Wuerzburg,tsc,1.0,0.14286,2020
Andreas Kanavos,University of Patras,snam,1.0,0.25,2017
Andreas Kotsios,Uppsala University,tsc,1.0,0.2,2019
Andreas Tutic,University of Leipzig,socnet,1.0,0.5,2015
Andreas Wimmer,University of California - Los Angeles,socnet,1.0,0.2,2008
Andreea Nita,University of Bucharest,snam,1.0,0.25,2018
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.5,2000
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.5,2001
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.5,2009
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.33333,2013
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.33333,2020
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.5,2021
Andres Felipe Zambrano,University of Los Andes,tcss,1.0,0.125,2021
Andres Mendez-Vazquez,Research Center for Advanced Study from the National Polytechnic Institute,snam,1.0,0.33333,2021
Andrew J. Slaughter,US Army Research Institute for the Behavioral and Social Sciences,socnet,1.0,0.5,2016
Andrew Parker 0003,University of Exeter,socnet,1.0,0.33333,2001
Andrew Parker 0003,University of Exeter,socnet,1.0,0.5,2020
Andrew Runka,Carleton University,snam,1.0,0.5,2015
Andrew Slaughter,US Army Research Institute for the Behavioral and Social Sciences,socnet,1.0,0.33333,2021
Andrew Todd,University of Virginia,snam,1.0,0.33333,2016
Andrew V. Papachristos,Yale University,socnet,2.0,0.83333,2017
Andrew Yates,Johns Hopkins University,snam,1.0,0.25,2015
Ang Liu,University of New South Wales,tcss,1.0,0.16667,2019
Angel Meseguer-Martinez,Castilla-La Mancha university,snam,1.0,0.33333,2021
Angela Bohn,Institute for Statistics and Mathematics,socnet,2.0,0.5,2014
Angela Mariuccia Andriano,University of Foggia,socnet,1.0,0.16667,2020
Angeliki Antoniou,University of the Peloponnese,snam,2.0,1.1429,2017
Angelo Corallo,University of Salento,snam,1.0,0.2,2016
Angelo Furno,University of Lyon,snam,1.0,0.25,2021
Angelo Sifaleras,University of Macedonia,tcss,1.0,0.5,2018
Angelos Stavrou,George Mason University,snam,1.0,0.25,2013
Anh Ta,University of North Texas,socnet,1.0,0.25,2018
Aniket Mahanti,University of Auckland,snam,1.0,0.33333,2020
Anil Vullikanti,Virginia Tech,snam,1.0,0.16667,2016
Animesh Mukherjee 0001,Indian Institute of Technology,snam,1.0,0.25,2014
Animesh Mukherjee 0001,Indian Institute of Technology,snam,1.0,0.33333,2015
Animesh Mukherjee 0001,Indian Institute of Technology,tcss,1.0,0.33333,2018
Anindya S. Chakrabarti,Indian Institute of Management,socnet,1.0,0.33333,2020
Anirban Sen,Indian Institute of Technology,snam,1.0,0.2,2015
Anita Zakrzewska,Georgia Institute of Technology,snam,1.0,0.5,2016
Anja Dirkzwager,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),socnet,1.0,0.16667,2016
Anja Subasic,Dartmouth College,tcss,1.0,0.16667,2020
Anja Znidarsic,University of Maribor,socnet,1.0,0.33333,2012
Anja Znidarsic,University of Maribor,socnet,1.0,0.33333,2017
Ankan Mullick,Microsoft,tcss,1.0,0.25,2018
Anke Munniksma,University of Amsterdam,socnet,1.0,0.25,2015
Anke Munniksma,University of Amsterdam,socnet,1.0,0.25,2016
Ankit Agrawal,Western University,snam,1.0,0.25,2014
Ankith Mohan,Ramaiah Institute of Technology,snam,1.0,0.33333,2017
Ankush Garg,University of California - Davis,snam,1.0,0.33333,2011
Anna Cinzia Squicciarini,Pennsylvania State University,snam,1.0,0.5,2014
Anna Cinzia Squicciarini,Pennsylvania State University,snam,1.0,0.25,2016
Anna Fruzsina Gyor,Corvinus University of Budapest,socnet,1.0,0.25,2019
Anna Galeano,University of Arkansas,snam,1.0,0.125,2021
Anna L. Smith,Ohio State University,socnet,1.0,0.33333,2016
Anna Monreale,University of Pisa,snam,1.0,0.2,2016
Anna Musial,Wrocław University of Science and Technology,snam,1.0,0.25,2013
Anna Nieboer,Institute of Health Policy and Management,socnet,1.0,0.25,2004
Anna Priante,University of Twente,socnet,1.0,0.2,2019
Anna Torriero,Università Cattolica del Sacro Cuore,socnet,1.0,0.25,2019
Anna Vartapetiance,University of Surrey,snam,1.0,0.5,2014
Anna Zygmunt,AGH University of Science and Technology,snam,1.0,0.5,2014
Annapurna Jonnalagadda,VIT University,snam,1.0,0.5,2016
Annatina Aerne,University of St. Gallen,socnet,1.0,1.0,2020
Anne Boyer,Nancy University,snam,1.0,0.33333,2011
Anne Carolin Fleischmann,University of Southern California,tsc,1.0,0.33333,2020
Anne-Sophie Himmel,TU Berlin,snam,1.0,0.25,2017
Annie Cody Holdren,University of California - Los Angeles,socnet,1.0,0.33333,2004
Annie Waldherr,University of Münster,socnet,1.0,0.125,2018
Annie Waldherr,University of Münster,socnet,1.0,0.33333,2019
Anshul Sawant,Google,tcss,1.0,0.14286,2020
Anthea Bill,University of Newcastle,socnet,1.0,0.14286,2012
Anthony D'Arienzo,University of Illinois at Urbana-Champaign,jsc,1.0,0.2,2021
Anthony Perez 0001,Orleans University,snam,1.0,0.5,2014
Anthony Perez 0001,Orleans University,snam,1.0,0.33333,2015
Anto Aasa,University of Tartu,snam,1.0,0.33333,2021
Antoine Doucet,University of La Rochelle,snam,1.0,0.33333,2019
Antoine Gourru,University of Lyon,snam,1.0,0.25,2020
Anton Grau Larsen,Copenhagen Business School,socnet,1.0,0.5,2017
Antonia Russo,Mediterranea University of Reggio Calabria,tcss,1.0,0.5,2021
Antonio A. F. Loureiro,University of Toronto,snam,1.0,0.25,2020
Antonio Altamura,University of Salerno,snam,1.0,0.25,2016
Antonio Altamura,University of Salerno,snam,1.0,0.25,2017
Antonio Andrea Gentile,University of Bristol,snam,1.0,0.2,2016
Antonio D. Sirianni,Dartmouth College,socnet,1.0,0.25,2021
Antonio Lopolito,University of Foggia,socnet,1.0,0.16667,2020
Antonio Luca Alfeo,University of Pisa,tcss,1.0,0.2,2019
Antonio Pelaez-Verdet,University of Malaga,snam,1.0,0.5,2021
Antonio Stasi,University of Foggia,socnet,1.0,0.16667,2020
Antonios N. Dadaliaris,University of thessaly,snam,1.0,0.16667,2017
Antonios O. Roussos,Institute of Computer Science,snam,1.0,0.14286,2020
Antonius H. N. Cillessen,Radboud University,socnet,1.0,0.25,2015
Anuja Arora,Jaypee Institute of Information Technology,snam,1.0,0.25,2017
Anup K. Kalia,IBM,tcss,1.0,0.25,2017
Anupam Joshi,University of Maryland - College Park,snam,1.0,0.33333,2016
Anura P. Jayasumana,Colorado State University,tcss,1.0,0.33333,2019
Anuradha Goswami,Symbiosis International University (SIU),snam,1.0,0.5,2016
Anuradha Yadav,Netaji Subhas Institute of Technology,snam,1.0,0.33333,2016
Anurag Shandilya,IIT Kharagpur,tcss,1.0,0.2,2019
Anurika Vaish,Indian Institute of Information Technology,snam,1.0,0.5,2020
Anuska Ferligoj,University of Ljubljana,socnet,1.0,0.5,1999
Anuska Ferligoj,University of Ljubljana,socnet,1.0,0.5,2001
Anuska Ferligoj,University of Ljubljana,socnet,1.0,0.25,2002
Anuska Ferligoj,University of Ljubljana,socnet,2.0,0.66667,2004
Anuska Ferligoj,University of Ljubljana,socnet,1.0,0.5,2005
Anuska Ferligoj,University of Ljubljana,socnet,1.0,0.25,2008
Anuska Ferligoj,University of Ljubljana,socnet,1.0,0.33333,2012
Anuska Ferligoj,University of Ljubljana,socnet,1.0,0.33333,2017
Anwar Walid,Nokia Bell Labs,tcss,1.0,0.16667,2020
Anwitaman Datta,Nanyang Technological University,snam,1.0,0.33333,2012
Anwitaman Datta,Nanyang Technological University,snam,1.0,0.33333,2013
Anwitaman Datta,Nanyang Technological University,snam,1.0,0.33333,2020
Anwitaman Datta,Nanyang Technological University,snam,1.0,0.5,2021
Aoying Zhou,East China Normal University,snam,1.0,0.25,2015
Aparna Gullapalli,Carnegie Mellon University,snam,1.0,0.5,2013
Aparna Sankaran Srinath,Boise State University,tcss,1.0,0.25,2021
Aparna Sarswat,National Institute of Technology,snam,1.0,0.33333,2017
Aqsa Mehreen,University of Science and Technology of China,snam,1.0,0.33333,2019
Aram Galstyan,University of Southern California,tcss,1.0,0.25,2014
Aram Galstyan,University of Southern California,tcss,1.0,0.25,2018
Aram Galstyan,University of Southern California,tcss,1.0,0.2,2021
Arash Ghayoori,University of Illinois at Urbana-Champaign,tcss,1.0,0.5,2021
